SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85128,BALSALL HEATH HEALTH CTR,212,0,212,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85133,CROMPTON ROAD SURGERY,128,0,128,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85145,THE SLIEVE SURGERY,370,1,369,*,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85146,THE KHATTAK MEMORIAL SURGERY,132,1,131,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85153,WEATHER OAK MEDICAL CENTRE,214,1,213,*,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85154,FINCH ROAD PRIMARY CARE CENTRE,186,1,185,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85164,NEWPORT MEDICAL PRACTICE,215,0,215,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85166,EJAZ MEDICAL CENTRE,148,0,148,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85174,SPARKBROOK HEALTH CENTRE,268,4,264,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85176,KIRPAL MEDICAL PRACTICE,63,0,63,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85178,ENKI MEDICAL PRACTICE,169,0,169,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85611,THE COLSTON HEALTH CENTRE,130,0,130,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85634,HEATHFIELD FAMILY CENTRE,137,1,136,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85642,CAVENDISH MEDICAL PRACTICE,120,0,120,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85652,SUMMERFIELD PRIMARY CARE CENTRE,64,0,64,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85655,DR B BHATTACHARYYA'S PRACTICE,148,2,146,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85663,BLOOMSBURY HEALTH CENTRE,121,0,121,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85676,VICTORIA ROAD MEDICAL CTR,172,0,172,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85679,CHARLES ROAD SURGERY,123,0,123,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85684,CITY ROAD MEDICAL CENTRE,101,0,101,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85686,SUMMERFIELD PRIMARY CARE CENTRE,106,0,106,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85697,CHURCH ROAD SURGERY,161,1,160,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85699,COVENTRY ROAD MEDICAL CTR,192,0,192,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85701,DR ALAM SURGERY,112,1,111,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85711,CITY HEALTH CENTRE,98,0,98,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85713,DR SS PANDIT'S PRACTICE,157,0,157,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85715,SOHO ROAD PRIMARY CARE CENTRE,188,0,188,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85721,HOLYHEAD PRIMARY HEALTH CARE CENTRE,159,2,157,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85733,MOOR GREEN LANE MED.CTR.,146,0,146,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85735,WARWICK ROAD MEDICAL CTR.,142,1,141,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85756,SPRINGFIELD MEDICAL PRACT,170,2,168,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85757,SOHO ROAD HEALTH CENTRE,182,1,181,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85759,DR S BRINKSMAN & PARTNERS,219,1,218,*,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85760,LADYWOOD SURGERY,119,1,118,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85766,BALSALL HEATH HEALTH CTR,135,1,134,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85769,SOHO ROAD HEALTH CENTRE,55,0,55,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85774,SPRINGFIELD SURGERY,176,2,174,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85778,HALCYON MEDICAL,68,0,68,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85781,BORDESLEY GREEN SURGERY,134,0,134,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85783,STRENSHAM ROAD SURGERY,222,5,217,2%,98%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85787,ST. JAMES MEDICAL CENTRE,219,3,216,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85794,THE BALAJI SURGERY,162,2,160,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85797,HOCKLEY MEDICAL PRACTICE,157,1,156,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85801,HOLLY ROAD SURGERY,179,0,179,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85809,GREAT BARR SURGERY,99,0,99,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85817,ASYLUM SEEKERS HEALTH TEAM (ASHT),62,6,56,10%,90%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y00213,ZERO TOLERANCE PROJECT,4,~,~,~,~
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y00412,SOHO HEALTH CENTRE,230,1,229,*,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y00471,BROADWAY HEALTH CENTRE,163,1,162,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y00492,SUMMERFIELD GROUP PRACTICE,176,4,172,2%,98%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y01057,THE HEALTH XCHANGE,19,0,19,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y01680,DR ASP SINHA'S PRACTICE,75,2,73,3%,97%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y02164,ASTON PRIDE FRANCHISE,126,4,122,3%,97%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y02620,GREET GENERAL PRACTICE & URGENT CARE CTR,66,2,64,3%,97%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y02961,SUMMERFIELD GP SURG & URGENT CARE CENTRE,9,~,~,~,~
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,Y02963,FINCH ROAD SURGERY,6,~,~,~,~
Q34,West Midlands SHA,5PE,Dudley ,M87001,MEADOWBROOK SURGERY,115,0,115,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87002,NORTON MEDICAL PRACTICE,155,0,155,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87003,MOSS GROVE SURGERY,289,1,288,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87005,THREE VILLAGES MEDICAL PRACTICE,416,0,416,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87006,EVE HILL MEDICAL PRACTICE,140,0,140,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87007,"DRS IRANI, DAWES, FOSTER & SINGH",96,0,96,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87008,KINGSWINFORD MEDICAL PRACTICE,156,1,155,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87009,AW SURGERIES,316,2,314,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87010,THE WATERFRONT SURGERY,404,2,402,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87011,THE WORCESTER STREET SURGERY,296,0,296,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87012,THE GREENS HEALTH CENTRE,157,0,157,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87014,LAPAL MEDICAL PRACTICE,321,0,321,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87015,LOWER GORNAL MEDICAL PRACTICE,373,0,373,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87016,WOODSETTON MEDICAL CENTRE,281,1,280,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87017,STEPPINGSTONES MEDICAL PRACTICE,313,0,313,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87018,THE SUMMERHILL SURGERY,108,0,108,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87019,THE LIMES SURGERY MEDICAL CENTRE,254,0,254,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87020,FELDON LANE PRACTICE,180,0,180,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87021,COSELEY MEDICAL CENTRE,296,1,295,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87023,WORDSLEY GREEN HEALTH CENTRE,317,0,317,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87024,WYCHBURY MEDICAL GROUP,335,0,335,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87025,DR'S PARRY & COX,369,1,368,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87026,ST JAMES MEDICAL PRACTICE,367,3,364,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87027,QUARRY BANK MEDICAL CENTRE,116,0,116,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87028,NETHERTON HEALTH CENTRE,379,1,378,*,100%
Q34,West Midlands SHA,5PE,Dudley ,M87030,PEDMORE MEDICAL PRACTICE,132,2,130,2%,98%
Q34,West Midlands SHA,5PE,Dudley ,M87032,BRIERLEY HILL HEALTH AND SOCIAL CC,126,1,125,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87034,CLEMENT ROAD MEDICAL PRACTICE,215,0,215,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87036,BEAN MEDICAL PRACTICE,249,0,249,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87037,NORTHWAY MEDICAL CEENTRE,296,0,296,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87039,DR. J. FIRTH,109,0,109,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87040,DRS. DINGWALL & MALHOTRA,105,0,105,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87041,RANGEWAYS ROAD SURGERY,307,0,307,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87601,KEELINGE HOUSE,342,2,340,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87602,HALESOWEN MEDICAL PRACTICE,372,0,372,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87605,DR P B V BRETTELL,148,2,146,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87606,BAYER HALL SURGERY,144,2,142,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87610,DR S J JAIN,107,0,107,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87612,ST JAMES MEDICAL PRACTICE,111,0,111,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87613,BRIERLEY HILL HEALTH CTR A,1,~,~,~,~
Q34,West Midlands SHA,5PE,Dudley ,M87614,TINCHBOURNE STREET PRACTICE,120,0,120,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87617,DR P D GUPTA,77,1,76,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87618,QUINCY RISE SURGERY,112,0,112,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87619,COOMBS ROAD SURGERY,325,0,325,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87620,CASTLE MEADOWS SURGERY,83,1,82,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87621,BATH STREET MEDICAL CENTRE,156,1,155,1%,99%
Q34,West Midlands SHA,5PE,Dudley ,M87623,ALEXANDRA MEDICAL CENTRE,197,5,192,3%,97%
Q34,West Midlands SHA,5PE,Dudley ,M87625,CRESTFIELD SURGERY,100,0,100,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87628,DR. B. K. PRASHARA,93,0,93,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87629,BILSTON STREET SURGERY,77,0,77,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87634,"DR BASU, ST THOMAS'S MEDICAL CENTRE",55,0,55,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,M87638,DR. R. M. SHAH,206,0,206,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,Y01756,JOHNSON & MODI,204,1,203,*,100%
Q34,West Midlands SHA,5PE,Dudley ,Y02212,DUDLEY P'SHIPS FOR HEALTH LLP,218,0,218,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,Y02653,HIGH OAK SURGERY,198,0,198,0%,100%
Q34,West Midlands SHA,5PE,Dudley ,Y02955,KATES HILL SURGERY,6,~,~,~,~
Q34,West Midlands SHA,5PF,Sandwell ,M87013,HORSELEY HEATH SURGERY,349,0,349,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88001,DR AHMED SF & PARTNER,228,0,228,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88002,THE SMETHWICK MEDICAL CENTRE,298,3,295,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88003,WARLEY MEDICAL CENTRE,291,0,291,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88004,REGIS MEDICAL CENTRE,223,1,222,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88005,OAKHAM SURGERY,261,0,261,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88006,CAPE HILL MEDICAL CENTRE,327,2,325,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88007,OAKESWELL HEALTH CENTRE,360,1,359,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88008,STONECROSS MEDICAL CENTRE,116,0,116,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88009,NORVIC FAMILY PRACTICE,333,2,331,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88010,"DRS LEADBEATER & BHIMJI, SWANPOOL",193,1,192,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88012,CARTERS GREEN MEDICAL CENTRE,283,1,282,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88013,BLACK COUNTRY FAMILY PRACTICE,322,3,319,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88014,DR GUDI PV & PARTNER,355,0,355,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88015,GREAT BARR PRACTICE,355,0,355,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88016,OLD HILL MEDICAL CENTRE,149,0,149,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88017,DRS SK AND I SHARMA,351,1,350,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88018,OLDBURY HEALTH CENTRE,219,1,218,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88019,BEARWOOD ROAD SURGERY,107,1,106,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88020,SHERWOOD HOUSE MEDICAL PRACTICE,333,1,332,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88021,DR PAL P & PARTNER,125,1,124,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88022,JUBILEE HEALTH CENTRE,329,0,329,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88023,CRANKHALL LANE MEDICAL CENTRE,290,2,288,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88024,DR AKHTAR R,162,0,162,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88026,TIVIDALE FAMILY PRACTICE,308,2,306,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88030,CHURCH VIEW SURGERY,380,0,380,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88031,ROWLEY HEALTHCARE A,92,0,92,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88032,WHITEHEATH MEDICAL CENTRE,370,0,370,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88035,DR KARANDIKAR RV,315,1,314,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88036,DARTMOUTH MEDICAL CENTRE,177,1,176,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88038,LINKWAY MEDICAL PRACTICE,239,2,237,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88040,ST PAUL'S MEDICAL PRACTICE,89,1,88,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88041,HAWTHORNS MEDICAL CENTRE,199,1,198,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88042,BEARWOOD MEDICAL CENTRE,353,0,353,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88043,HADEN VALE SURGERY,197,0,197,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88044,OAKWOOD HEALTH CENTRE,164,0,164,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88600,THE VICTORIA SURGERY,238,0,238,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88605,RUSSELL MEDICAL CENTRE,7,~,~,~,~
Q34,West Midlands SHA,5PF,Sandwell ,M88610,SAREPHED MEDICAL CENTRE,188,1,187,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88611,DR DASGUPTA U,138,0,138,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88612,GLEBEFIELDS SURGERY,80,0,80,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88615,OLDBURY P'SHIP FOR HEALTH LTD,218,3,215,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88616,GREAT BRIDGE P/SHIP FOR HEALTH,306,1,305,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88618,"WALFORD STREET, TIVIDALE",272,2,270,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88619,DR ARORA RK,204,1,203,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88620,CAUSEWAY GREEN ROAD SURGERY,141,0,141,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88623,PARK HOUSE SURGERY,266,1,265,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88624,YEW TREE SURGERY,270,0,270,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88625,DR BASSAN TS,225,1,224,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88626,DR UI HAQUE N,189,1,188,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88627,DR BHADAURIA BS,231,2,229,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88628,DR SINGH M,235,1,234,*,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88629,DR HASSOUNA OJAR,89,0,89,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88630,DR AGRAWAL NK & PARTNER,254,0,254,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88633,LODGE ROAD SURGERY,166,1,165,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88635,DOG KENNEL LANE SURGERY,86,0,86,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88637,MARSHALL STREET SURGERY,149,3,146,2%,98%
Q34,West Midlands SHA,5PF,Sandwell ,M88639,DR PATHAK ND,186,3,183,2%,98%
Q34,West Midlands SHA,5PF,Sandwell ,M88640,WARLEY ROAD SURGERY,224,0,224,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88643,THE SPIRES HEALTH CENTRE,264,0,264,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,M88645,HILL TOP MEDICAL CENTRE,199,1,198,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88646,DR DEWAN VK,96,1,95,1%,99%
Q34,West Midlands SHA,5PF,Sandwell ,M88647,ROOD END MEDICAL PRACTICE,78,0,78,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,Y02701,MALLING HEALTH GREAT BRIDGE,98,0,98,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,Y02702,MALLING HEALTH WEDNESBURY,170,0,170,0%,100%
Q34,West Midlands SHA,5PF,Sandwell ,Y02703,MALLING HEALTH OLDBURY,30,2,28,7%,93%
Q34,West Midlands SHA,5PF,Sandwell ,Y02704,MALLING HEALTH CENTRE SANDWELL,190,3,187,2%,98%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85001,CASTLE VALE PRIMARY CARE CENTRE,282,0,282,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85005,THE PARK MEDICAL CENTRE,243,1,242,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85008,MIRFIELD SURGERY-GOLDSTEIN,153,2,151,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85011,THE SWAN MEDICAL CENTRE,308,0,308,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85013,CHURCH LANE - KHAN,280,2,278,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85014,KINGSBURY ROAD MEDICAL CENTRE,98,1,97,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85016,DR KT PRASAD'S PRACTICE,298,2,296,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85026,DR AP BLIGHT'S PRACTICE,167,0,167,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85031,THE HARLEQUIN SURGERY,197,1,196,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85033,THE MANOR PRACTICE,162,1,161,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85034,OMNIA PRACTICE,159,0,159,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85038,DR AS COUTTS & PARTNERS,156,0,156,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85046,TUDOR PRACTICE,99,0,99,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85048,CHURCH ROAD SURGERY,317,0,317,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85060,DR RS KUMAR'S PRACTICE,191,1,190,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85061,YARDLEY GREEN MEDICAL CTR-LEWIS,320,2,318,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85063,MMP-BIRMINGHAM NORTH EAST,332,6,326,2%,98%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85065,DR SN CLAY AND PARTNERS,127,2,125,2%,98%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85066,WARD END MEDICAL CENTRE,286,2,284,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85068,THE VESEY PRACTICE,136,0,136,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85070,RESERVOIR ROAD SURGERY,273,2,271,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85073,JOCKEY ROAD MEDICAL CENTRE,235,1,234,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85079,EDEN COURT MEDICAL PRACTICE,218,0,218,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85081,THE DOVE MEDICAL PRACTICE,326,0,326,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85083,LEY HILL SURGERY,210,0,210,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85087,DR G HORTON'S PRACTICE,156,1,155,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85094,YARDLEY MEDICAL CENTRE,90,0,90,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85097,CRANES PARK ROAD SURGERY,105,0,105,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85103,DR EIJ MORETON'S PRACTICE,208,0,208,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85105,VICTORIA ROAD SURGERY,284,1,283,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85107,FIRS SURGERY,178,0,178,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85108,SMALL HEATH MEDICAL PRACTICE,220,1,219,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85110,SALTLEY CENTRE FOR HEALTH CARE,157,0,157,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85111,CHURCH LANE MEDICAL CENTRE,130,0,130,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85113,BUCKLANDS END LANE SURGERY,277,0,277,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85115,SUTTON ROAD SURGERY,186,1,185,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85139,PAK HEALTH CENTRE-ALVI,107,0,107,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85141,SCHOOLACRE ROAD SURGERY,145,0,145,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85149,ALUM ROCK MEDICAL CENTRE,101,1,100,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85155,DR BS SAHOTA'S PRACTICE,216,1,215,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85158,DR M PRASAD'S PRACTICE,143,0,143,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85170,GATE MEDICAL CENTRE,110,1,109,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85171,ROWLANDS ROAD SURGERY,114,0,114,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85175,DR CRM BROOMHEAD'S PRACTICE,305,0,305,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85177,SWANSWELL MEDICAL CENTRE,349,4,345,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85624,PERRY PARK SURGERY,100,1,99,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85669,TUDOR STOCKLAND GREEN LTD,237,1,236,*,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85670,KHYBER SURGERY,163,3,160,2%,98%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85677,FERNBANK MEDICAL PRACTICE,122,0,122,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85680,COTTERILS LANE SURGERY,80,1,79,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85694,GARRETTS GREEN LANE SURGERY,99,1,98,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85704,SALTLEY CENTRE FOR H/C-S.N.,216,2,214,1%,99%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85706,HOBMOOR ROAD SURGERY,132,0,132,0%,100%
Q34,West Midlands SHA,5PG,Birmingham East and North ,M85716,STOCKLAND GREEN H/C-NAZKI,287,3,284,1%,99%
